"SSC","$1-$199 ($1-$10,399)","$200-$299 ($10,400-$15,599)","$300-$399 ($15,600-$20,799)","$400-$599 ($20,800-$31,199)","$600-$799 ($31,200-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,999 ($78,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,999 ($208,000-$259,999)","$5,000 or more ($260,000 or more)","Total",
"Oxley (Qld)",30,42,118,172,208,182,184,177,360,274,225,163,56,45,30,2266,
"Pacific Haven",8,10,25,39,36,31,21,7,22,12,5,3,0,0,0,219,
"Pacific Heights",4,3,6,23,18,21,13,20,23,24,33,25,10,9,3,235,
"Pacific Paradise",10,21,60,98,103,98,92,84,86,50,26,12,0,0,0,740,
"Pacific Pines",50,31,79,213,262,301,412,414,759,648,415,242,82,63,36,4007,
"Paddington (Qld)",36,62,95,137,149,157,197,193,331,285,440,267,155,150,179,2833,
"Paddys Green",0,4,5,11,9,9,8,9,11,8,3,11,0,0,0,88,
"Paget",3,7,10,27,26,16,21,29,35,15,14,3,0,0,0,206,
"Palen Creek",0,3,8,7,10,10,8,3,6,0,0,0,0,0,0,55,
"Pallara",4,4,7,16,15,17,27,11,26,13,20,5,3,3,10,181,
"Pallarenda",5,11,12,14,19,18,15,17,29,29,28,23,9,7,8,244,
"Palm Beach (Qld)",94,222,509,789,668,591,500,439,605,420,290,172,65,39,40,5443,
"Palm Cove",16,16,39,71,93,89,55,76,84,56,63,33,18,10,23,742,
"Palm Grove (Qld)",0,0,0,12,4,0,4,0,10,0,0,0,0,0,0,30,
"Palm Island",3,18,9,32,45,30,78,37,58,32,21,14,3,0,0,380,
"Palmview",3,0,7,8,8,15,18,20,17,23,10,11,8,0,6,154,
"Palmwoods (Qld)",23,34,88,231,200,171,169,173,230,158,102,57,22,13,7,1678,
"Palmyra (Qld)",0,4,0,8,4,10,6,9,7,12,8,7,5,0,0,80,
"Paradise Point",45,67,175,227,195,220,179,173,219,151,196,118,52,50,74,2141,
"Park Avenue",23,51,176,277,196,175,191,167,229,144,77,50,16,15,8,1795,
"Park Ridge",14,46,103,222,109,89,50,39,70,41,26,22,9,8,8,856,
"Park Ridge South",3,3,17,35,24,43,37,43,74,78,51,34,12,12,3,469,
"Parkhurst",8,4,17,46,45,39,48,50,78,58,46,29,15,4,3,490,
"Parkinson",25,20,50,116,126,155,177,217,430,413,365,217,116,76,43,2546,
"Parklands (Qld)",3,3,3,8,5,10,4,3,9,4,4,3,0,0,0,59,
"Parkside (Qld)",5,9,17,15,24,22,24,37,85,50,102,55,29,22,19,515,
"Parkwood (Qld)",36,28,68,170,196,195,251,256,365,306,200,117,42,49,24,2303,
"Parramatta Park",22,92,117,119,115,118,108,97,107,64,53,17,10,5,3,1047,
"Parrearra",21,30,82,205,177,176,150,140,154,145,134,73,32,17,22,1558,
"Paterson (Qld)",3,3,12,17,16,13,18,8,12,8,3,0,0,0,0,113,
"Patrick Estate",3,0,3,3,15,11,6,10,0,5,3,0,0,0,0,59,
"Peachester",8,3,30,48,40,49,49,31,47,39,31,9,9,4,0,397,
"Peak Crossing",0,3,8,18,20,25,21,19,26,38,22,8,5,0,3,216,
"Peeramon",6,12,15,27,23,16,13,11,19,6,6,9,0,0,0,163,
"Pelican Waters",42,25,54,158,182,194,140,143,209,141,160,89,32,24,33,1626,
"Peranga",4,0,10,18,13,16,0,6,9,9,6,0,0,0,3,94,
"Peregian Beach",21,39,62,140,155,147,118,112,133,101,91,47,20,13,17,1216,
"Peregian Springs",22,21,42,108,109,106,117,131,166,114,101,60,21,20,11,1149,
"Perwillowen",0,3,6,9,10,10,9,8,16,10,10,0,5,0,0,96,
"Petrie",17,51,111,177,209,196,247,288,446,353,243,128,63,52,21,2602,
"Petrie Terrace",0,4,17,29,21,21,36,24,55,25,44,46,25,17,14,378,
"Pialba",36,68,199,331,224,193,103,75,104,53,30,16,5,3,7,1447,
"Picnic Bay",3,9,18,18,13,12,13,12,15,9,4,6,0,0,0,132,
"Pie Creek",7,8,24,30,21,33,27,21,41,20,10,7,7,3,3,262,
"Pierces Creek",4,0,7,14,10,8,8,3,14,6,9,0,0,0,0,83,
"Pimlico (Qld)",26,75,108,118,123,107,107,90,118,72,51,31,12,8,9,1055,
"Pimpama",9,10,32,58,81,78,101,103,169,117,79,60,13,10,6,926,
"Pinbarren",0,9,7,10,18,16,17,16,25,16,3,6,0,0,0,143,
"Pine Creek (Qld)",3,4,10,16,12,17,9,8,14,11,6,4,0,0,0,114,
"Pine Mountain (Qld)",0,3,7,20,22,30,33,28,97,77,51,52,14,11,5,450,
"Pinjarra Hills",3,5,13,25,18,20,6,8,23,8,25,15,4,10,8,191,
"Pink Lily",5,0,4,3,7,7,7,4,15,9,4,3,0,3,3,74,
"Pinkenba",0,7,0,11,17,16,18,10,13,8,3,3,3,4,3,116,
"Pinnacle (Qld)",4,3,8,19,11,7,15,9,18,12,9,5,0,0,0,120,
"Pinnacles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Pioneer (Qld)",6,11,38,61,66,56,59,46,76,53,83,52,21,24,29,681,
"Pittsworth",16,37,80,161,94,107,99,79,122,71,42,24,13,0,3,948,
"Piturie",3,0,5,5,13,8,10,23,5,6,0,4,0,4,0,86,
"Placid Hills",0,0,7,24,16,13,27,21,49,29,15,20,10,0,0,231,
"Plainland",6,14,37,80,64,44,52,48,66,41,26,19,7,4,0,508,
"Pleystowe",0,3,7,8,6,9,4,4,19,11,14,6,3,3,0,97,
"Point Arkwright",3,5,18,9,6,11,11,9,16,7,10,3,0,0,0,108,
"Point Lookout",7,8,31,42,28,27,22,25,36,15,11,13,5,11,0,281,
"Point Vernon",39,67,182,391,312,253,177,146,182,97,53,28,6,3,9,1945,
"Pomona (Qld)",13,38,64,123,120,95,86,82,100,64,42,25,8,4,3,867,
"Poona",15,4,16,42,23,18,13,10,10,3,0,0,0,0,0,154,
"Pormpuraaw",4,5,3,15,26,18,29,15,23,7,10,0,0,3,0,158,
"Port Curtis",0,0,11,11,11,11,17,7,14,11,0,3,0,0,0,96,
"Port Douglas",20,28,70,160,173,147,135,128,200,109,66,45,13,14,41,1349,
"Portsmith",0,6,13,7,9,13,4,4,0,3,0,0,0,0,0,59,
"Poruma Island",0,0,5,4,10,0,10,4,0,6,0,0,0,0,0,39,
"Postmans Ridge",0,3,10,6,7,11,5,13,22,23,6,8,0,3,0,117,
"Pozieres",4,0,12,15,11,6,10,16,13,6,8,4,0,0,0,105,
"Prairie (Qld)",5,5,11,18,6,15,8,6,9,3,4,4,0,0,0,94,
"Pratten",5,4,15,26,22,14,8,5,13,0,0,0,0,0,0,112,
"Prenzlau",7,3,10,10,12,13,15,10,18,7,0,5,3,0,0,113,
"Preston (Toowoomba - Qld)",3,3,7,15,17,20,18,24,31,33,19,22,3,7,3,225,
"Preston (Whitsunday - Qld)",3,8,0,17,9,22,22,15,27,23,15,12,3,0,0,176,
"Priestdale",0,0,6,5,0,5,5,0,6,0,5,0,0,0,0,32,
"Prince Henry Heights",0,0,3,11,11,17,13,11,16,19,14,20,12,3,5,155,
"Prince Of Wales",0,0,4,4,7,4,0,6,4,0,0,0,0,0,0,29,
"Proserpine",17,36,122,166,129,138,94,77,155,77,72,25,9,0,3,1120,
"Prospect (Qld)",0,0,4,9,3,9,7,3,16,8,11,8,0,3,0,81,
"Proston",10,15,36,42,31,19,12,7,14,5,4,0,0,0,3,198,
"Pullenvale",12,3,9,19,26,43,26,36,62,78,162,116,64,74,83,813,
"Punsand",0,0,0,0,0,7,0,0,0,4,6,0,0,4,0,21,
"Purga",6,4,7,18,18,16,18,28,27,14,8,3,3,4,3,177,
"Queenton",14,20,60,93,82,61,41,44,56,25,47,10,4,4,0,561,
"Quilpie",7,7,22,35,24,31,17,32,16,20,11,3,0,0,0,225,
"Quinalow",0,8,9,16,18,12,14,6,6,14,9,3,0,0,3,118,
"Qunaba",3,12,20,29,33,29,25,20,37,24,19,10,3,8,0,272,
"Racecourse",0,0,5,6,4,4,6,5,9,9,5,5,0,4,0,62,
"Raceview",30,71,233,327,323,287,314,276,408,282,147,71,9,16,4,2798,
"Railway Estate",12,36,79,99,108,112,122,96,156,114,73,52,20,8,3,1090,
"Rainbow Beach",14,28,45,99,80,87,40,49,45,28,14,14,3,0,5,551,
"Ramsay (Qld)",0,4,3,10,4,9,15,6,15,14,6,3,3,3,0,95,
"Rangeville",27,56,182,307,298,274,260,252,373,255,232,144,49,46,31,2786,
"Rangewood",3,3,12,12,20,21,28,19,49,46,39,32,7,5,6,302,
"Ransome",4,0,3,16,10,9,7,11,5,15,15,13,10,3,6,127,
"Rasmussen",17,38,69,132,140,103,134,129,194,133,77,31,16,7,5,1225,
"Rathdowney",8,5,18,28,16,14,16,11,20,15,3,3,0,0,0,157,
"Ravensbourne",9,3,8,22,8,9,9,9,19,10,16,6,0,0,0,128,
"Ravenshoe",9,31,85,90,73,53,36,33,34,12,17,5,0,0,0,478,
"Ravenswood (Qld)",3,6,22,22,11,12,13,9,11,4,12,9,0,0,0,134,
"Red Hill (Brisbane - Qld)",16,47,103,120,129,109,146,111,250,159,287,185,97,111,100,1970,
"Red Hill (Western Downs - Qld)",4,0,3,8,9,12,8,9,14,7,3,4,0,0,0,81,
"Redbank (Qld)",4,21,60,104,75,60,60,37,55,25,20,9,0,0,0,530,
"Redbank Creek",5,9,11,13,14,13,6,9,6,3,8,0,0,0,3,100,
"Redbank Plains",39,59,173,357,445,408,550,462,705,486,234,104,34,29,10,4095,
"Redcliffe (Qld)",53,161,427,577,446,358,374,300,391,222,173,94,30,14,19,3639,
"Redland Bay",46,53,142,328,306,307,324,334,664,494,405,278,99,90,47,3917,
"Redlynch",28,34,76,145,147,186,209,197,421,355,287,202,64,51,25,2427,
"Redridge",9,7,19,45,32,21,14,19,24,3,5,4,0,0,0,202,
"Redwood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Reedy Creek (Qld)",21,32,82,150,157,165,144,167,225,202,142,106,35,33,16,1677,
"Reesville",6,0,16,27,21,18,17,15,21,17,6,3,5,3,0,175,
"Regency Downs",15,11,33,90,72,70,61,59,92,43,38,8,0,3,0,595,
"Regents Park (Qld)",26,35,103,188,252,228,326,321,559,441,220,102,50,33,14,2898,
"Rewan",0,4,4,18,22,27,25,22,35,11,14,4,5,0,11,202,
"Richlands (Qld)",7,14,20,47,58,53,83,63,88,69,37,21,14,9,4,587,
"Richmond (Mackay - Qld)",0,0,0,8,3,5,7,3,16,17,12,21,9,8,10,119,
"Richmond (Richmond - Qld)",7,3,26,42,35,47,35,27,33,25,13,9,3,0,6,311,
"Richmond Hill (Qld)",13,27,60,115,88,91,65,71,97,75,59,26,16,9,7,819,
"Ridgelands",8,5,7,9,5,4,3,10,6,10,4,3,4,0,0,78,
"Ridgewood (Qld)",7,4,13,18,17,23,11,11,13,16,9,7,4,0,3,156,
"Ringtail Creek",3,3,4,11,6,5,4,4,5,5,3,0,0,0,0,53,
"Riordanvale",3,3,4,12,10,19,7,24,32,18,15,9,5,0,0,161,
"Ripley",3,6,5,17,18,32,30,32,41,49,31,18,6,0,0,288,
"River Heads",13,4,40,81,58,58,55,38,46,19,13,3,3,0,0,431,
"River Ranch",3,0,0,7,7,3,9,3,15,5,14,8,10,0,0,84,
"Riverhills",13,14,46,81,104,79,101,112,202,192,122,88,36,33,21,1244,
"Riverview (Qld)",14,43,77,130,132,97,102,58,94,44,19,9,5,11,7,842,
"Roadvale",4,4,10,13,14,16,12,10,21,13,10,10,0,0,0,137,
"Robertson (Qld)",49,40,86,128,137,131,119,91,146,107,88,64,49,28,36,1299,
"Robina",113,124,313,685,653,610,598,559,862,683,534,349,147,107,68,6405,
"Roche Creek",0,0,0,4,4,4,5,6,0,4,0,0,0,0,0,27,
"Rochedale",11,5,22,47,26,19,27,29,24,25,24,21,15,8,21,324,
"Rochedale South",56,66,243,431,385,377,486,512,749,633,427,254,113,88,29,4849,
"Rockhampton City",18,49,112,93,105,64,67,54,76,43,42,9,4,9,10,755,
"Rocklea (Qld)",7,6,15,61,61,48,54,49,49,34,27,6,6,7,0,430,
"Rockmount",3,0,0,3,7,3,7,4,7,8,7,0,0,0,4,53,
"Rocksberg",0,0,10,7,4,8,13,11,8,4,5,3,7,0,4,84,
"Rockville",12,36,109,169,166,142,134,108,115,70,23,21,4,0,3,1112,
"Rocky Point (Weipa Town - Qld)",0,0,3,7,8,12,25,25,67,44,66,53,21,25,20,376,
"Rockyview",8,0,4,16,23,14,21,20,56,56,58,40,15,20,12,363,
"Rolleston",3,4,5,7,3,13,13,13,17,3,6,5,0,3,0,95,
"Rollingstone",6,5,16,26,36,31,19,21,15,12,8,5,0,0,0,200,
"Roma",21,61,107,168,194,187,206,174,320,233,177,116,41,29,24,2058,
"Ropeley",0,0,3,5,3,7,14,9,13,6,5,0,0,0,0,65,
"Rosedale (Qld)",4,11,23,38,26,10,18,4,5,4,3,3,0,0,0,149,
"Rosehill (Qld)",5,0,5,9,6,9,10,3,7,10,5,0,0,0,0,69,
"Rosemount",8,7,19,46,34,43,38,39,52,34,32,17,9,5,12,395,
"Roseneath",0,0,4,7,5,3,5,8,6,4,4,3,0,0,0,49,
"Rosenthal Heights",7,18,35,62,58,56,72,52,82,72,24,14,6,5,0,563,
"Rosevale (Qld)",4,3,6,14,12,11,12,8,11,5,5,3,3,0,0,97,
"Rosewood (Qld)",10,24,89,108,102,100,101,82,115,75,52,16,6,3,7,890,
"Rosslea",8,37,53,67,86,78,88,60,80,52,36,15,14,7,3,684,
"Rosslyn",5,6,6,11,13,23,5,16,15,13,17,9,7,0,5,151,
"Rothwell",24,32,145,282,225,197,191,182,289,201,122,48,29,12,4,1983,
"Rowes Bay",3,12,31,42,26,10,11,7,9,13,9,8,3,8,7,199,
"Royston",5,0,11,14,13,13,10,7,17,10,12,0,0,0,0,112,
"Rubyanna",3,0,4,13,4,10,5,3,10,10,4,0,0,0,0,66,
"Runaway Bay",73,86,207,391,358,398,296,286,339,263,247,151,40,56,67,3258,
"Runcorn",71,85,149,332,387,387,462,407,653,494,373,192,80,64,42,4178,
"Runnymede (Qld)",7,3,16,11,22,8,15,3,10,3,0,0,0,0,0,98,
"Rural View",7,7,16,18,25,31,41,40,122,99,145,108,50,39,27,775,
"Russell Island",34,57,172,216,171,97,69,45,52,25,11,8,0,0,3,960,
"Sadliers Crossing",3,12,28,36,33,28,40,27,46,35,29,17,3,10,6,353,
"Saibai Island",0,6,3,18,10,3,5,11,6,3,0,0,0,0,0,65,
"Salisbury (Qld)",28,35,117,166,183,153,185,146,281,222,159,116,40,41,16,1888,
"Samford Valley",11,7,19,32,35,36,41,47,80,82,148,111,66,46,48,809,
"Samford Village",3,6,6,22,22,23,11,20,14,22,32,22,13,5,10,231,
"Samsonvale",5,3,3,3,4,6,9,10,14,18,30,24,5,5,3,142,
"Sandgate (Qld)",23,71,159,191,126,118,127,108,168,143,169,82,42,40,23,1590,
"Sandiford",0,0,4,8,3,7,8,12,9,15,7,5,3,0,5,86,
"Sandstone Point",22,32,118,270,198,194,129,120,132,85,64,30,10,7,3,1414,
"Sandy Creek (Qld)",0,5,16,18,17,21,20,17,21,18,6,3,0,3,0,165,
"Sarina",22,57,91,160,139,140,140,146,219,150,175,110,32,30,20,1631,
"Sarina Beach",0,3,0,7,8,3,20,10,17,10,11,14,3,0,7,113,
"Sarina Range",0,0,3,0,3,0,8,8,12,3,13,3,3,0,0,56,
"Saunders Beach",3,3,13,17,17,28,14,7,17,16,9,3,5,0,0,152,
"Scarborough (Qld)",53,114,334,449,368,277,278,210,342,236,222,115,46,49,40,3133,
"Scarness",48,90,208,301,218,193,125,97,100,53,35,20,6,3,3,1500,
"Scottville",0,4,8,13,8,8,5,3,13,4,24,8,0,0,0,98,
"Scrubby Mountain",0,3,3,11,4,5,13,3,8,9,3,4,0,0,0,66,
"Seaforth (Qld)",7,9,25,43,38,33,15,21,39,17,31,9,0,0,5,292,
"Seisia",3,4,9,18,18,20,10,10,12,6,11,0,4,0,3,128,
"Seven Hills (Qld)",9,20,37,34,43,35,50,41,78,79,94,66,35,26,20,667,
"Seventeen Mile Rocks",6,13,29,46,39,45,58,68,141,118,149,120,44,42,22,940,
"Seventeen Seventy",0,3,3,20,18,26,10,19,21,12,8,3,0,4,0,147,
"Seventy Mile",3,3,4,3,10,3,3,3,3,3,4,4,3,0,5,54,
"Severnlea",3,0,10,12,20,23,13,6,11,6,4,0,0,0,0,108,
"Shailer Park",32,49,89,173,215,236,272,285,527,487,398,270,126,91,48,3298,
"Shannonvale (Qld)",0,0,3,20,16,9,11,5,17,15,10,9,0,0,0,115,
"Sharon",5,6,15,43,43,43,32,44,53,23,22,3,0,3,0,335,
"Shelburne",0,3,0,7,7,12,8,7,15,0,6,0,6,0,3,74,
"Sheldon",8,7,19,27,25,31,31,31,69,66,35,56,33,17,23,478,
"Shelly Beach (Sunshine Coast - Qld)",8,5,21,30,34,31,23,24,29,22,24,27,3,0,4,285,
"Sherwood (Qld)",17,43,102,120,100,105,133,130,193,143,219,170,67,77,65,1684,
"Shoal Point",3,3,12,14,15,17,14,23,44,35,54,38,22,15,10,319,
"Shorncliffe",3,16,70,56,51,41,50,45,80,55,75,49,25,26,12,654,
"Shute Harbour",0,0,0,4,3,5,5,3,3,7,6,3,0,3,4,46,
"Silkstone",14,35,146,171,134,138,117,112,148,94,50,36,4,10,7,1216,
"Silkwood",4,7,22,28,52,18,23,24,24,14,11,3,0,0,3,233,
"Silky Oak",0,0,3,10,3,11,11,8,8,5,3,3,0,0,3,68,
"Sinnamon Park",21,16,45,97,87,98,130,105,237,228,281,230,93,92,55,1815,
"Sippy Downs",39,55,258,392,312,262,217,257,368,241,137,78,35,21,18,2690,
"Slacks Creek",47,123,231,368,346,340,377,303,471,261,149,53,21,18,4,3112,
"Slade Point",12,18,56,99,82,93,88,102,167,109,105,65,38,26,20,1080,
"Sladevale",5,5,7,18,19,11,14,24,13,11,9,0,0,0,3,139,
"Smithfield (Qld)",24,23,88,114,112,89,113,104,172,123,77,52,15,15,9,1130,
"Smoky Creek",4,0,3,13,12,12,5,3,12,9,8,0,0,0,0,81,
"Soldiers Hill (Qld)",3,3,20,22,20,23,21,24,71,62,110,76,35,26,32,548,
"Somerset (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Somerset Dam",3,5,10,16,8,13,15,8,13,7,3,0,0,0,0,101,
"South Bingera",9,5,6,27,21,26,16,23,28,16,9,3,0,0,0,189,
"South Brisbane",50,47,60,114,139,115,135,133,245,143,327,124,53,49,71,1805,
"South East Nanango",3,9,3,13,8,5,9,7,6,3,0,0,0,0,0,66,
"South Gladstone",13,44,64,112,68,77,100,109,173,103,190,85,34,38,22,1232,
"South Innisfail",7,12,20,36,43,25,22,24,22,20,10,3,3,3,0,250,
"South Isis",3,5,7,25,12,11,16,7,9,3,4,3,0,3,0,108,
"South Johnstone",0,0,16,25,20,18,13,14,19,10,3,3,3,0,0,144,
"South Kolan",3,11,24,44,41,39,50,38,38,23,18,7,0,0,0,336,
"South Mackay",40,67,219,235,181,177,208,196,337,256,229,142,53,34,31,2405,
"South Maclean",3,5,11,30,27,34,45,37,44,43,36,22,9,4,3,353,
"South Mission Beach",3,7,16,39,30,34,21,41,33,35,18,14,3,8,3,305,
"South Nanango",8,3,41,56,67,28,28,17,20,8,9,6,0,0,0,291,
"South Ripley",4,3,0,3,8,9,12,8,13,11,4,8,0,3,0,86,
"South Stradbroke",4,9,8,4,5,11,4,0,0,0,4,0,0,0,0,49,
"South Toowoomba",35,89,201,263,251,195,209,171,218,135,106,41,10,12,10,1946,
"South Townsville",23,57,87,59,63,80,91,76,105,83,62,44,10,23,7,870,
"South Trees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Southbrook",0,4,15,20,23,8,19,12,27,14,11,3,3,0,0,159,
"Southern Cross (Qld)",0,0,11,20,16,11,14,7,27,22,19,15,3,3,6,174,
"Southern Moreton Bay Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Southport (Qld)",280,536,1011,1398,1290,1152,1041,864,1137,583,487,257,97,68,66,10267,
"Southside",23,54,153,274,201,189,161,147,229,150,84,46,15,7,12,1745,
"Speewah",3,3,17,42,32,27,29,14,40,28,12,12,3,0,3,265,
"Spring Creek (Lockyer Valley - Qld)",0,7,4,8,5,6,4,5,9,4,3,3,0,0,0,58,
"Spring Creek (Toowoomba - Qld)",3,5,12,21,20,11,13,9,6,5,0,3,3,0,0,111,
"Spring Hill (Qld)",33,76,83,111,87,110,133,161,268,145,296,124,54,61,70,1812,
"Spring Mountain (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Springbrook",0,8,14,32,39,31,26,15,32,15,5,8,3,0,3,231,
"Springfield (Ipswich - Qld)",13,8,36,80,109,127,207,192,358,318,176,98,39,29,17,1807,
"Springfield Central",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,
"Springfield Lakes",14,17,42,121,180,203,277,325,611,525,370,209,99,40,17,3050,
"Springsure",3,14,22,39,22,21,30,25,53,28,48,18,9,6,8,346,
"Springwood (Qld)",22,57,130,217,252,267,300,283,458,363,301,156,74,51,31,2962,
"St George (Qld)",28,36,76,124,108,113,127,108,117,91,37,36,11,0,8,1020,
"St Helena Island",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"St Helens Beach",0,0,5,11,3,8,8,5,3,3,3,0,0,0,0,49,
"St Lawrence",10,7,30,44,30,18,19,8,17,4,8,0,0,3,0,198,
"St Lucia",110,74,99,259,230,244,251,256,363,221,358,164,90,85,129,2933,
"Stafford",38,73,203,221,227,198,201,179,275,212,210,109,64,54,19,2283,
"Stafford Heights",25,57,147,205,186,199,205,148,303,244,214,134,76,38,30,2211,
"Stamford",0,3,4,9,15,11,10,14,7,14,3,0,3,0,4,97,
"Stanage",10,6,20,27,20,17,18,9,26,5,10,3,0,0,3,174,
"Stanmore (Qld)",3,9,8,16,18,13,16,15,16,19,6,3,0,0,0,142,
"Stanthorpe",45,87,258,381,274,216,191,165,174,102,43,25,7,4,3,1975,
"Stanwell",0,0,8,9,15,8,0,3,16,7,7,4,0,0,0,77,
"Stapylton",5,3,20,27,36,26,14,16,10,14,9,0,3,0,3,186,
"Steiglitz (Qld)",4,0,7,20,14,17,14,19,20,20,17,8,0,5,0,165,
"Stockleigh",0,0,9,17,22,15,24,18,19,28,25,9,4,3,4,197,
"Stockyard (Rockhampton - Qld)",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,
"Stoneleigh (Qld)",0,3,7,14,7,8,13,6,7,11,0,3,0,0,0,79,
"Stony Creek (Qld)",7,5,5,13,19,8,12,4,11,9,3,3,0,0,0,99,
"Stratford (Qld)",7,5,22,35,33,33,27,58,56,30,32,28,7,10,9,392,
"Strathdickie",3,4,0,21,17,21,17,22,42,31,29,12,0,0,5,224,
"Strathpine",35,63,168,303,357,278,320,297,490,357,201,93,37,21,9,3029,
"Stretton",18,17,21,49,58,73,83,65,147,124,127,87,61,52,27,1009,
"Struck Oil",0,3,7,21,5,6,3,3,6,0,14,3,0,0,0,71,
"Stuart (Qld)",3,4,11,20,16,11,23,11,20,14,9,4,0,0,0,146,
"Summerholm",0,3,8,16,13,26,11,25,25,18,12,7,0,0,0,164,
"Sumner",3,0,4,9,4,14,12,10,31,34,24,20,0,0,3,168,
"Sun Valley (Qld)",4,5,9,26,20,24,27,42,56,40,65,29,25,11,16,399,
"Sundown (Cassowary Coast - Qld)",0,0,3,4,8,9,3,8,13,8,6,6,3,0,0,71,
"Sunnybank",55,75,165,254,264,226,226,195,255,235,169,104,50,45,39,2357,
"Sunnybank Hills",106,121,252,459,421,461,458,492,670,539,400,267,102,89,74,4911,
"Sunrise Beach",29,45,47,148,144,122,115,112,153,98,81,44,8,10,15,1171,
"Sunset",4,4,20,25,21,23,34,32,76,64,122,92,39,39,19,614,
"Sunshine Acres",7,6,16,30,28,28,14,18,33,16,9,7,0,3,0,215,
"Sunshine Beach",25,34,61,102,85,117,74,72,112,53,77,36,11,10,20,889,
"Surat",3,7,23,16,14,16,9,15,17,10,7,0,0,0,0,137,
"Surfers Paradise",180,313,552,941,992,893,824,694,874,522,536,224,105,73,159,7882,
"Svensson Heights",20,81,124,211,176,117,111,97,123,66,25,22,4,0,0,1177,
"Taabinga",13,0,8,20,25,14,17,7,22,18,7,6,3,3,3,166,
"Tablelands (South Burnett - Qld)",3,5,3,4,3,10,4,11,11,15,0,5,0,0,0,74,
"Taigum",28,45,172,225,206,205,196,183,268,219,128,90,26,26,16,2033,
"Takura",6,8,15,13,24,20,21,16,23,22,3,3,3,0,0,177,
"Tallai",17,28,59,90,86,105,101,85,119,110,114,69,29,16,33,1061,
"Tallebudgera",12,16,39,57,61,79,90,79,149,110,95,59,23,22,16,907,
"Tallebudgera Valley",13,5,20,38,48,38,44,36,51,40,43,20,13,11,12,432,
"Tallegalla",8,0,0,9,13,9,20,15,21,23,14,4,5,3,5,149,
"Tam O'Shanter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Tamaree",0,7,8,29,25,25,24,16,32,13,3,4,0,0,0,186,
"Tambo",14,13,21,19,20,31,30,19,20,15,14,3,0,0,3,222,
"Tamborine",15,16,37,80,59,73,105,104,166,119,79,63,22,16,12,966,
"Tamborine Mountain",50,68,182,343,339,279,226,205,297,180,190,73,38,15,26,2511,
"Tanah Merah",15,30,43,100,112,106,147,127,263,209,123,68,24,21,11,1399,
"Tanawha",5,9,10,28,28,32,29,25,38,35,24,21,13,13,11,321,
"Tanby",0,0,3,10,4,12,14,10,14,13,7,13,3,0,0,103,
"Tandur",3,6,11,3,4,12,6,8,4,8,0,0,0,0,0,65,
"Tannum Sands",20,26,57,100,78,82,86,106,218,171,259,169,92,72,63,1599,
"Tannymorel",0,3,9,17,8,9,5,3,14,3,3,0,0,0,0,74,
"Tansey",0,0,5,12,12,12,10,5,12,4,3,0,0,0,0,75,
"Tara (Qld)",22,45,109,136,120,59,64,49,57,20,30,8,7,0,4,730,
"Tarampa",0,0,9,11,8,4,11,15,12,11,3,0,0,0,0,84,
"Taranganba",7,16,29,76,71,67,68,49,96,62,84,42,18,15,8,708,
"Taringa",59,73,141,202,195,211,244,261,432,247,339,197,95,82,77,2855,
"Tarome",9,3,8,6,11,3,17,3,10,3,0,0,0,0,0,73,
"Taromeo",8,7,11,32,20,20,5,0,10,3,7,3,0,0,0,126,
"Taroom",12,3,32,42,44,32,35,26,27,19,16,8,3,0,4,303,
"Taroomball",0,6,0,6,3,9,7,8,8,17,13,9,0,0,3,89,
"Tarragindi",30,46,151,260,217,226,208,227,395,352,386,354,125,145,95,3217,
"Tarzali",4,6,18,20,23,28,24,12,27,8,12,4,0,4,0,190,
"Taylors Beach (Qld)",4,3,21,40,20,28,13,11,12,15,3,5,0,0,0,175,
"Te Kowai",0,0,5,5,3,8,5,5,7,9,9,3,0,0,4,63,
"Teddington",7,0,6,10,17,16,20,11,16,7,3,0,3,0,0,116,
"Telina",4,5,10,23,30,29,40,34,93,75,105,100,37,26,18,629,
"Tellebang",0,3,6,18,12,11,8,12,4,4,3,0,0,0,3,84,
"Teneriffe",18,17,28,76,62,100,102,127,300,180,474,194,130,94,132,2034,
"Tennyson (Qld)",3,3,6,9,13,11,12,26,33,19,64,32,14,17,18,280,
"Tewantin",73,148,425,643,509,492,387,325,424,224,131,67,18,17,14,3897,
